100,7
200,7
300,9
400,10
500,11
600,10
700,9
800,10
900,12
1000,12
1100,10
1200,13
1300,11
1400,13
1500,11
1600,11
1700,12
1800,13
1900,13
2000,12
2100,13
2200,13
2300,14
2400,12
2500,13
2600,13
2700,12
2800,12
2900,16
3000,13
3100,14
3200,12
3300,15
3400,14
3500,12
3600,14
3700,14
3800,11
3900,13
4000,13
4100,12
4200,14
4300,15
4400,13
4500,13
4600,13
4700,13
4800,13
4900,13
5000,14
5100,13
5200,13
5300,13
5400,16
5500,14
5600,14
5700,13
5800,15
5900,15
6000,13
6100,13
6200,13
6300,13
6400,15
6500,15
6600,13
6700,14
6800,14
6900,16
7000,14
7100,14
7200,15
7300,15
7400,12
7500,16
7600,12
7700,14
7800,13
7900,16
8000,14
8100,13
8200,15
8300,16
8400,14
8500,14
8600,13
8700,14
8800,14
8900,13
9000,13
9100,13
9200,15
9300,15
9400,12
9500,13
9600,15
9700,12
9800,17
9900,14
10000,14
10100,13
10200,15
10300,16
10400,16
10500,16
10600,15
10700,15
10800,15
10900,17
11000,15
11100,15
11200,16
11300,16
11400,13
11500,14
11600,17
11700,14
11800,15
11900,13
12000,14
12100,14
12200,18
12300,15
12400,17
12500,16
12600,14
12700,17
12800,16
12900,13
13000,15
13100,16
13200,14
13300,14
13400,15
13500,15
13600,17
13700,14
13800,15
13900,15
14000,14
14100,16
14200,16
14300,14
14400,14
14500,13
14600,14
14700,15
14800,13
14900,15
15000,14
15100,15
15200,15
15300,14
15400,14
15500,15
15600,16
15700,17
15800,15
15900,16
16000,15
16100,16
16200,15
16300,16
16400,15
16500,16
16600,16
16700,14
16800,14
16900,15
17000,15
17100,18
17200,14
17300,18
17400,16
17500,17
17600,17
17700,16
17800,15
17900,16
18000,17
18100,16
18200,15
18300,17
18400,17
18500,16
18600,14
18700,15
18800,17
18900,20
19000,15
19100,13
19200,15
19300,13
19400,15
19500,15
19600,16
19700,16
19800,16
19900,15
20000,17
20100,15
20200,16
20300,16
20400,16
20500,15
20600,16
20700,15
20800,17
20900,15
21000,14
21100,14
21200,14
21300,17
21400,15
21500,17
21600,16
21700,18
21800,14
21900,17
22000,13
22100,16
22200,14
22300,15
22400,13
22500,15
22600,15
22700,16
22800,14
22900,16
23000,18
23100,17
23200,16
23300,17
23400,16
23500,18
23600,16
23700,14
23800,16
23900,15
24000,14
24100,14
24200,15
24300,17
24400,17
24500,14
24600,16
24700,18
24800,17
24900,16
25000,15
25100,17
25200,18
25300,16
25400,17
25500,15
25600,16
25700,16
25800,16
25900,17
26000,18
26100,18
26200,15
26300,17
26400,18
26500,16
26600,15
26700,17
26800,18
26900,15
27000,15
27100,17
27200,16
27300,19
27400,15
27500,16
27600,16
27700,19
27800,17
27900,15
28000,18
28100,17
28200,16
28300,17
28400,16
28500,15
28600,16
28700,15
28800,15
28900,16
29000,17
29100,17
29200,18
29300,18
29400,14
29500,17
29600,16
29700,16
29800,18
29900,15
30000,19
30100,18
30200,17
30300,17
30400,17
30500,18
30600,17
30700,16
30800,18
30900,18
31000,16
31100,15
31200,15
31300,17
31400,16
31500,16
31600,15
31700,17
31800,15
31900,14
32000,17
32100,16
32200,16
32300,17
32400,16
32500,15
32600,16
32700,19
32800,15
32900,15
33000,18
33100,17
33200,17
33300,16
33400,17
33500,15
33600,14
33700,16
33800,16
33900,15
34000,16
34100,17
34200,16
34300,15
34400,17
34500,16
34600,15
34700,16
34800,16
34900,16
35000,15
35100,17
35200,16
35300,17
35400,17
35500,17
35600,17
35700,18
35800,17
35900,16
36000,18
36100,17
36200,16
36300,16
36400,14
36500,19
36600,16
36700,18
36800,18
36900,16
37000,14
37100,17
37200,17
37300,17
37400,15
37500,18
37600,16
37700,17
37800,16
37900,16
38000,16
38100,16
38200,19
38300,16
38400,17
38500,17
38600,20
38700,16
38800,16
38900,17
39000,14
39100,20
39200,19
39300,17
39400,17
39500,17
39600,18
39700,18
39800,16
39900,18
40000,17
40100,17
40200,15
40300,17
40400,17
40500,15
40600,16
40700,15
40800,15
40900,16
41000,17
41100,18
41200,16
41300,18
41400,17
